Time Frame,Username,Location
2018_2019,wader,"Umeå, Sweden"
2018_2019,0x9fff00,"Stockholm, Sweden"
2020_2022,ArniDagur,"Stockholm, Sweden"
2020_2022,haraldmartin,"Stockholm, Sweden"
2020_2022,wader,"Umeå, Sweden"
